Title,Link,Abstract
DETERMINING AN IRREGULARITY IN CONNECTIONS FOR AN HVAC CONTROLLER BASED ON GEOGRAPHIC LOCATION,https://patents.justia.com/patent/20210102723,"Abstract:  In some examples, a device can control an HVAC system within a building. The device includes a memory configured to store an actual configuration of the HVAC system and processing circuitry operably coupled to the memory. The processing circuitry is configured to determine which field wires connect a terminal to the HVAC system. The processing circuitry is further configured to determine an actual configuration of the HVAC system based on which field wires connect the terminal to the HVAC system and determine a geographic location of the HVAC controller or of the device. The processing circuitry is configured to determine that the actual configuration includes an irregularity based on the determined geographic location and generate an output in response to determining that the actual configuration includes an irregularity."
Auxiliary HVAC System for a Vehicle,https://patents.justia.com/patent/20140230482,Abstract:  A system for decreasing the response time of a vehicle heating ventilation and air conditioning (“HVAC”) system is described. A fan circulates air through a HVAC casing. Circulating air through the HVAC casing creates a high-pressure zone within the HVAC casing. A thermal expansion valve is located outside of the HVAC casing. An outlet port is located on the HVAC casing to allow air to be ported from the high-pressure zone toward the thermal expansion valve. Air ported from the high-pressure zone may be directed toward the thermal expansion valve by a nozzle. The air increases the temperature of the thermal expansion valve and allows additional refrigerant to flow through the thermal expansion valve.
Automatic changeover control for an HVAC system,https://patents.justia.com/patent/9157646,"Abstract:  Methods and apparatus for automatically changing between heating and cooling in an HVAC system. In one example, an HVAC controller may monitor the temperature of an inside space of a building, and may switch the HVAC system to cooling when the temperature of the inside space rises above a high switch-point temperature, and may cool the inside space to at least below the high switch-point temperature. The HVAC controller may also switch the HVAC system to heating when the temperature of the inside space falls below a low switch-point temperature and may heat the inside space to at least above the low switch-point temperature. In some cases, after switching to heating or cooling, the HVAC controller may cause the HVAC system to heat or cool the inside space, respectively, to substantially the set-point temperature."
"CONTROLLER CONFIGURED TO RECEIVE BLOWER VOLUMES FOR DIFFERENT OPERATING MODES PER ZONES, AN HVAC SYSTEM INCLUDING THE CONTROLLER AND A METHOD OF OPERATING THE CONTROLLER",https://patents.justia.com/patent/20140206274,"Abstract:  Provided herein is an HVAC controller that receives blower volumes for different operating modes per HVAC zones, a HVAC system including the same and a method of operating the controller. In one embodiment, the controller includes: (1) an interface configured to receive blower volumes for each zone of the HVAC system that correspond to operating modes thereof of the HVAC system, wherein the blower volumes are received via a single graphical user interface and (2) a processor configured to direct operation of a circulation fan of the HVAC system based on at least one of the blower volumes."
Method of optimizing design of an HVAC air-handling assembly for a climate control system,https://patents.justia.com/patent/6651037,Abstract:  A method of optimized design of an HVAC air-handling assembly for a climate control system on a vehicle includes the steps of generating a basic design of the HVAC air-handling assembly and analyzing a performance of the basic design of the HVAC air-handling assembly using an engineering analytical technique. The method also includes the steps of varying the basic design of the HVAC air-handling assembly based on the performance analysis and using the optimized basic design of the HVAC air-handling assembly in generating the HVAC air-handling assembly design.
SYSTEM AND METHOD FOR CONTROLLING AN HVAC SYSTEM,https://patents.justia.com/patent/20180119974,"Abstract:  A heating, ventilation, and air conditioning (HVAC) system, comprising: an indoor HVAC unit configured to operate a first HVAC zone in accordance with an HVAC control signal; at least one piece of environmental equipment configured to control at least one environmental parameter in accordance with at least one environmental control signal; and an HVAC adapter configured to receive operational parameters over a communication network at system setup, provide the at least one environmental control signal to the at least one piece of environmental equipment."
"HVAC zoning devices, systems, and methods",https://patents.justia.com/patent/11692730,"Abstract:  A heating, ventilation, and air conditioning (HVAC) system may be zoned into one or more zone. The HVAC system may include HVAC components, sensors, and one or more register vents that may include vent dampers (e.g., electronically controllable vent dampers or manually operated vent dampers). Opening and closing of the vent dampers may facilitate creating zones or sub-zones in the HVAC system configuration. An HVAC control system may receive a request for conditioned air in one or more of the zones, determine a damper setting for at least one of the vent dampers, communicate the determined damper setting to a vent damper or user interface, determine which HVAC components should be active, if any, and/or provide controls signals to activate or keep active the HVAC components that are determined to be active."
HVAC system controller configuration,https://patents.justia.com/patent/10344995,"Abstract:  A method for configuring a heating, ventilation, and air conditioning (HVAC) system controller and an HVAC system controller are disclosed. The method includes displaying an installation profile icon on a user interface of the HVAC system controller, the installation profile icon representing an installation profile that includes one or more settings for one or more parameters. The HVAC system controller receives an input on the user interface of the HVAC system controller based on a selection of the installation profile icon. The method further includes setting the one or more parameters in a memory of the HVAC system controller based on the one or more settings for the one or more parameters in the installation profile in response to receiving the input."
HVAC System With Selective Flowpath,https://patents.justia.com/patent/20180045429,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes: a furnace having a furnace heat exchanger; and an indoor HVAC unit having a refrigerant heat exchanger. At least one of a component of the furnace and a component of the indoor HVAC unit are selectively removable from an airflow path of the HVAC system."
HVAC case,https://patents.justia.com/patent/10981432,Abstract:  An HVAC case having an airflow junction. A mount is at the airflow junction and is configured to individually mount a door and an airflow blocker at the airflow junction. The door is mounted at the mount of the airflow junction to configure the HVAC case for use with HVAC systems configured for airflow through the airflow junction. The airflow blocker is mounted at the mount of the airflow junction to configure the HVAC case for use with HVAC systems not configured for airflow through the airflow junction.
Increasing Vehicle Range by Minimizing Trapped HVAC Energy,https://patents.justia.com/patent/20120158241,"Abstract:  A method of increasing a range of a vehicle by decreasing trapped HVAC energy at an end of a trip. The method may include the steps of: determining a destination list based on locations where the vehicle may be parked in the future, the destination list accessible by a control module in the vehicle; determining HVAC reduction regions around each of the locations on the destination list, the HVAC reduction regions accessible by the control module; operating a HVAC system while the vehicle is moving; tracking the location of the vehicle relative to the locations on the destination list; and the control module automatically reducing the energy usage of the HVAC system when the vehicle enters one of the HVAC reduction regions."
System for preventive maintenance of HVAC units,https://patents.justia.com/patent/11530835,"Abstract:  There is described a system and method of a building management system for preventive maintenance of an HVAC unit. Runtime data of the HVAC unit is received at a control system remote from the HVAC unit. A service message is initiated, by the control system, to a service device associated with the HVAC unit in response to determining that a preventive maintenance visit is warranted based on the runtime data. A hot-cold test for the HVAC unit is activated by the control system in response to receiving the registration message of the preventive maintenance visit from the service device. A validation message is reported in response to validating the preventive maintenance visit based on a result of the hot-cold test for the HVAC unit."
HVAC heating system and method,https://patents.justia.com/patent/11668505,"Abstract:  A method of heating a component within a heating, ventilation and air conditioning (HVAC) system is provided. The method includes maintaining a non-heating condition of the HVAC system component when the HVAC system component is in a non-operational state. The method also includes determining when the HVAC system component will switch from the non-operational state to an operational state, the determination based on a threshold parameter being met. The method further includes operating a heating device from the non-heating condition to a heating condition to heat the HVAC system component from a temperature to a target temperature suitable for the operational state of the HVAC system component."
Minimizing Aggregate Power from HVAC Cooling and IT Equipment in a Data Center,https://patents.justia.com/patent/20120245738,"Abstract:  A mechanism is provided for minimizing aggregate power from HVAC cooling and IT equipment in a data center. The mechanism selects a high HVAC set point for low-utilization and selects a low HVAC set point for high utilization. For each cooling zone in a data center, the mechanism monitors the average utilization of equipment in the cooling zone and selects the appropriate HVAC set point based on utilization. The mechanism may determine efficiency to determine whether to adjust universal HVAC set points or the HVAC set points for each given cooling zone. That is, the mechanism may dynamically adjust HVAC set points for optimal efficiency. Alternatively, the mechanism may go beyond binary control and compute actual data center efficiency metrics to decide on intermediate set points."
Intelligent hvac register,https://patents.justia.com/patent/20140330438,Abstract:  Intelligent HVAC register is an HVAC register outlet which can control the temperature in a space by operating independently. The Intelligent HVAC register works in network with other vents within the system using low power wireless technology and a smart application so that the temperature of multiple individual spaces can be controlled while operating on a single HVAC system. Intelligent HVAC register uses a solar strip to charge the battery which runs each vent's hardware. This enables more efficient use of energy as airflow to unused spaces can be blocked therefore keeping air pressure and efficiency higher in the spaces where temperature adjustments are necessary. Intelligent HVAC register can be controlled using a learning application on a smart device. By setting the time & temperature needed in each space the Intelligent HVAC smart vane will automatically open or close to keep the room at the desired temperature.
HVAC system with modular architecture,https://patents.justia.com/patent/11187418,"Abstract:  HVAC system includes a front side access panel, an HVAC unit, a mounting sleeve, and a back side grille. The mounting sleeve and the HVAC unit are configured to fit within the preexisting framing of a building, and in particular to be mounted in a wall, between pre-existing studs, of a room. The HVAC unit can be installed into the mounting sleeve via quick connect mechanisms including, but not limited to, snap in connections and/or tab and slot features. The mounting sleeve enables rapid installation and also condensate collection. The HVAC unit includes separate modular units, e.g. an evaporator module unit, a mechanical module unit, and a condenser module unit, that are mounted and interconnected to each other. The HVAC system includes vertically oriented HVAC components and component connections that are self-aligned, and can be further configured with a horizontal configuration portion for multi-zone capability."
HVAC UNIT TEST APPARATUS AND METHOD THEREFOR,https://patents.justia.com/patent/20140260552,"Abstract:  A method to test a heating ventilation and air conditioning (HVAC) unit for external leaks is disclosed. The HVAC unit includes a first and a second port and is coupled to an auxiliary air movement test system using one of the first or the second ports. The other of the first or the second ports of the HVAC unit is blocked. The auxiliary air movement test system includes an air movement device, a conduit, a flow velocity sensor, and a pressure sensor. The air movement device enables airflow into the HVAC unit through the conduit. The flow velocity sensor positioned within the conduit measures air velocity. The pressure sensor is positioned in proximity to a condensate drain of the HVAC unit that measures the pressure within the HVAC unit. The method disclosed determines external leaks in the HVAC unit if the measured air velocity exceeds a predefined air velocity at a predetermined pressure."
HVAC System With Selective Flowpath,https://patents.justia.com/patent/20140216685,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system has a furnace comprising a furnace heat exchanger and an indoor HVAC unit comprising a refrigerant heat exchanger and at least one of a component of the furnace and a component of the indoor HVAC unit are selectively removable from an airflow path of the HVAC system."
CONTROL STRATEGY TO PREVENT DAMAGE FOR HYBRID DRIVEN HVAC COMPRESSOR,https://patents.justia.com/patent/20190193524,"Abstract:  An example system includes a power take-off (PTO) device that selectively couples to a driveline of a vehicle, a heating, ventilation, and air conditioning (HVAC) compressor selectively coupled to the PTO device, and an electric machine selectively coupled to the HVAC compressor and further selectively coupled to the driveline of the vehicle through the PTO device. The example system further includes a controller configured to determine a protective start value for the HVAC compressor, and to perform, in response to the protective start value, a start-up operation for the HVAC compressor. The start-up operation includes de-coupling the electric machine and the HVAC compressor from the driveline of the vehicle, and performing a controlled start of the HVAC compressor with the electric machine."
"AUXILIARY CONTROLLER, A HVAC SYSTEM, A METHOD OF MANUFACTURING A HVAC SYSTEM AND A METHOD OF STARTING THE SAME",https://patents.justia.com/patent/20120296477,"Abstract:  The disclosure provides a method of starting a heating, ventilation and air conditioning (HVAC) system, a method of manufacturing a HVAC system, a HVAC system, and an integrated controller thereof. In one embodiment, the method of starting includes: (1) receiving an initiation signal at a main system controller of the HVAC system, (2) determining if main controller application information associated with the main system controller is stored thereon, (3) querying an auxiliary controller of the HVAC system when determining the main controller application information is not stored on the main system controller, (4) sending the main controller application information to the main system controller from the auxiliary controller when the auxiliary controller includes the main controller application information and (5) initiating the HVAC system based on the initiation signal and employing the main controller application information sent to the main system controller from the auxiliary controller."
"HVAC zoning devices, systems, and methods",https://patents.justia.com/patent/10915669,"Abstract:  A heating, ventilation, and air conditioning (HVAC) system may be zoned into one or more zone. The HVAC system may include HVAC components, sensors, and one or more register vents that may include vent dampers (e.g., electronically controllable vent dampers or manually operated vent dampers). Opening and closing of the vent dampers may facilitate creating zones or sub-zones in the HVAC system configuration. An HVAC control system may receive a request for conditioned air in one or more of the zones, determine a damper setting for at least one of the vent dampers, communicate the determined damper setting to a vent damper or user interface, determine which HVAC components should be active, if any, and/or provide controls signals to activate or keep active the HVAC components that are determined to be active."
HVAC System with Location Based Operation,https://patents.justia.com/patent/20160010888,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes a system controller having a location determination module configured to cause determination and/or reporting of the location of the HVAC system in response to a first run and/or initialization of the HVAC system. The location determination module may determine and/or report location information via global positioning system (GPS) capability, a service provider (SP), customized data provider (CDP), Internet sites, LAN, WAN, 3G, 4G, and/or any other type of network infrastructure to effect reporting of the location of the HVAC system. The system controller may select a climate-based operation parameter value for the HVAC system as a function of a geographic location of the HVAC system."
HVAC controller with ventilation review mode,https://patents.justia.com/patent/10253994,"Abstract:  Methods and systems for setting up HVAC controllers for a particular installation site are disclosed. In an example, an HVAC controller may be configured to control at least part of an HVAC system in accordance with an algorithm that includes equipment information pertaining to operation of the specific HVAC equipment forming the HVAC system as well as comfort information such as desired temperatures. In some cases, the HVAC controller may be configured to enable display of certain of the equipment information in a read-only fashion, and in some cases, certain of the equipment information that would be of interest to an building inspector."
User setup for an HVAC remote control unit,https://patents.justia.com/patent/9765983,"Abstract:  An HVAC remote controller for use in an HVAC system is described. In some instances, the HVAC remote controller may include a wirelessly interface for communicating with one or more HVAC controllers and/or other HVAC devices. The HVAC remote controller may be configured to execute a user setup routine for entering user setup information, where the user setup routine may cause the HVAC remote controller to display a sequence of two or more user setup screens, sometimes at a common menu level rather than a sub-menu. Some or all of the two or more user setup screens may include, for example, a message center indicating a parameter or function to be set, one or more buttons for adjusting or selecting the parameter or function, and a next button to advance the user setup routine to a next screen in the sequence of user setup screens."
Hvac door and linkage assembly for doors rotating along non-parallel axes,https://patents.justia.com/patent/11815273,"Abstract:  A heating, ventilation, and air conditioning (HVAC) door assembly includes a first HVAC door rotating about a first axis, a second HVAC door rotating about a second axis that is nonparallel with the first axis, an actuator, a mode cam. The mode cam is engaged with the actuator and controls movement of the first HVAC door and the second HVAC door."
SYSTEMS AND METHODS FOR OPERATING AN HVAC SYSTEM IN A CALIBRATION MODE,https://patents.justia.com/patent/20230114521,"Abstract:  A heating, ventilation, and/or air conditioning (HVAC) system includes a set of electrical switches and a controller configured to determine a calibration value of an operating parameter of the HVAC system based on a plurality of configurations of the set of electrical switches during operation of the HVAC system in a calibration mode, receive a measured value of the operating parameter from a sensor of the HVAC system during the operation of the HVAC system in the calibration mode, and determine a parameter value adjustment for the measured value based on a comparison of the measured value and the calibration value."
Sensing media temperature in an HVAC valve,https://patents.justia.com/patent/20060018362,"Abstract:  An apparatus and method are provided for determining the temperature of an operating fluid media in an HVAC system. An integral temperature sensor, mounted within an actuator of an actuator-driven HVAC valve, senses the temperature of a valve body of the HVAC valve. The temperature of a fluid media within the HVAC valve is determined from the temperature of the valve body. A processor within the actuator configures the actuator to function in either a direct acting mode, or alternatively in a reverse acting mode, as a function of the temperature of the valve body as sensed by the integral temperature sensor. The actuator is adapted for attachment to the HVAC valve in such a manner that the temperature sensor is placed in operative thermal contact with the valve body by the act of attaching the actuator to the HVAC valve."
Determining an irregularity in connections for an HVAC controller based on geographic location,https://patents.justia.com/patent/11796204,"Abstract:  In some examples, a device can control an HVAC system within a building. The device includes a memory configured to store an actual configuration of the HVAC system and processing circuitry operably coupled to the memory. The processing circuitry is configured to determine which field wires connect a terminal to the HVAC system. The processing circuitry is further configured to determine an actual configuration of the HVAC system based on which field wires connect the terminal to the HVAC system and determine a geographic location of the HVAC controller or of the device. The processing circuitry is configured to determine that the actual configuration includes an irregularity based on the determined geographic location and generate an output in response to determining that the actual configuration includes an irregularity."
Magnetic closure system for HVAC filter grilles and method of use,https://patents.justia.com/patent/10960334,"Abstract:  A magnetic closure system for HVAC filter grilles has at least one magnet coupled to the HVAC filter grille, the at least one magnet positioned so as to be interposed between the HVAC filter grille and an inner frame for receiving the HVAC filter grille, the magnet abutting both the filter grille and inner frame so as to magnetically couple the HVAC filter grille to the inner frame; and at least one handle on the exterior surface of the filter grille."
METHODS AND SYSTEMS FOR TRAINING HVAC CONTROL USING SURROGATE MODEL,https://patents.justia.com/patent/20210191342,"Abstract:  Systems and methods for training a reinforcement learning (RL) model for HVAC control are disclosed herein. A calibrated simulation model is used to train a surrogate model of the HVAC system operating within a building. The surrogate model is used to generate simulated experience data for the HVAC system. The simulated experience data can be used to train a reinforcement learning (RL) model of the HVAC system. The RL model is used to control the HVAC system based on the current state of the system and the best predicted action to perform in the current state. The HVAC system generates real experience data based on the actual operation of the HVAC system within the building. The real experience data is used to retrain the surrogate model, and additional simulated experience data is generated using the surrogate model. The RL model can be retrained using the additional simulated experience data."
HVAC heat exchanger freeze control means,https://patents.justia.com/patent/20070251251,"Abstract:  A method and HVAC system having a heat exchanger and a device for adjusting parameters of an HVAC system via an algorithm, in an incremental or linear fashion, is provided. Various aspects provide a method for altering and/or controlling auxiliary evaporator temperature in an automotive HVAC unit and an HVAC system having an HVAC unit with a blower and a temperature sensing device capable of detecting temperatures that drop below a desired minimum operating temperature and sending a corresponding signal, ultimately preventing evaporator freezing."
HVAC control system and method,https://patents.justia.com/patent/9429923,"Abstract:  A method of controlling the heating, ventilation and air conditioning (HVAC) system of a building, the method comprising the steps of: (a) developing an initial thermal model of the building, and continuously updating the thermal model over time; (b) utilising the thermal model to continuously develop a daily HVAC operating plan for the building; and (c) continuously examining a current HVAC operating plan and optimising the alignment of the current HVAC operation with the current HVAC operating plan."
ROOM UNIT FOR AN HVAC SYSTEM AND METHOD FOR EXCHANGING DATA BETWEEN A MOBILE DEVICE AND A ROOM UNIT OR AN HVAC SYSTEM,https://patents.justia.com/patent/20240151418,"Abstract:  A room unit for an HVAC system includes an electric connection device that electrically connects the room unit to the HVAC system. The room unit further includes a controller and a short-range wireless communication module, which enables wireless communication with a mobile device to exchange data between the mobile device and the HVAC system or vice versa. A method for exchanging data between the mobile device and the HVAC system via the room unit includes establishing a short-range wireless communication connection between the mobile device and the room unit, relaying data to and from the HVAC system via the electric connection device and relaying data to and from the mobile device via the short range wireless communication module."
HVAC CONTROLLER WITH INTEGRATED METERING,https://patents.justia.com/patent/20140149270,"Abstract:  A controller for a private unit in a multi-unit building is provided. The controller operates the private unit's HVAC equipment, and includes a processor, output display, memory, and a RF module for communication. The controller is operable to receive temperature or flow values of a fluid passing through the HVAC equipment. Using the received temperature values of the fluid passing through the HVAC equipment, the controller calculates a measured value of HVAC usage of the HVAC equipment. The measured value can be in units of energy or in dollars."
ADAPTIVE CONTROL OF HVAC SYSTEM,https://patents.justia.com/patent/20180364658,"Abstract:  A control system for an HVAC system having a plurality of HVAC components comprises a controller having a processor and a memory, the controller in signal communication with at least one of the plurality of HVAC components, the controller configured to: determine an aggregate demand of the HVAC system; determine an initial setpoint in response to the aggregate demand; determine a demand forecast in response to the aggregate demand; determine a setpoint offset in response to the demand forecast; generate an adaptive setpoint by combining the initial setpoint and the setpoint offset; and provide the adaptive setpoint to the at least one of the plurality of HVAC components."
"HVAC ZONING DEVICES, SYSTEMS, AND METHODS",https://patents.justia.com/patent/20150370927,"Abstract:  A system for developing HVAC system configurations for a building may develop suggested HVAC system configurations based, at least in part, on obtained building information. A user interface may accept building information that at least partially defines an interior or exterior of a building. The building information may include, among other information, current HVAC system configuration information for an HVAC system of the building including current locations of register vents within the building. A processing module in communication with the user interface may determine one or more suggested HVAC system configurations based, at least in part, on building information accepted at the user interface. The user interface may display the suggested one or more HVAC system configurations to a user."
Device and method for providing HVAC service assistance,https://patents.justia.com/patent/6608560,"Abstract:  An HVAC service assistance device assists individuals with troubleshooting their climate control systems and with contacting an HVAC contractor for service when necessary. Stored within the device is HVAC troubleshooting information that is conveniently provided to users on demand via an audio speaker and/or a visual display. The device may also store contact information for an HVAC contractor which can be conveniently accessed by the user when the climate control system next requires servicing. By recording (or having prerecorded) their contact information in the service assistance device of the present invention, HVAC contractors may increase their opportunities for receiving repeat business from customers. The service assistance device may further include a service call button which, when depressed, automatically sends a call for service to an HVAC contractor over a communication network, such as a telephone or computer network, using prerecorded contact information for the HVAC contractor."
System and method for providing supervisory control of an HVAC system,https://patents.justia.com/patent/9645014,"Abstract:  A sensor surrogate (120) for causing a heating, ventilating, and air conditioning (HVAC) system (110) to maintain a desired room temperature, contains a temperature sensor (122) for determining an actual room temperature and logic embodied on at least one non-transitory computer readable medium (130). The logic (130) is configured to perform the steps of: calculating a current low temperature that is lower than a pre-programmed HVAC system temperature and providing the HVAC system with a first signal that represents the calculated current low temperature, if the desired temperature is above the pre-programmed HVAC system temperature; and calculating a current high temperature that is above the pre-programmed HVAC system temperature and providing the HVAC system (110) with a second signal that represents the calculated current high temperature, if the desired room temperature is below the pre-programmed HVAC system temperature."
HVAC CONTROLLER WITH PERFORMANCE LOG,https://patents.justia.com/patent/20170269618,"Abstract:  An HVAC controller is configured to log and record performance related data related to a performance of an HVAC system over a period of time in one or more performance logs stored in a memory of the HVAC controller. In some cases, the HVAC controller may be configured to retrieve at least some of the performance related data from the performance log that corresponds to a selected period of time that may be selected by a user, and display the retrieved performance related data on a display of the HVAC controller."
Thermoelectric enhanced HVAC system and method,https://patents.justia.com/patent/20060150657,"Abstract:  A heating and cooling system is provided for use on a work machine. The system may include one or more temperature sensors configured to collect environmental temperature information and a compressor-based HVAC unit having a compressor and providing in-cabin climate control based on circulation. The system may also include a thermoelectric HVAC unit to supplement the compressor-based HVAC unit. Further, the system may include a controller configured to control the thermoelectric HVAC unit and the compressor-based HVAC unit based on the environmental temperature information."
THERMOSTAT WITH BI-DIRECTIONAL COMMUNICATIONS INTERFACE FOR MONITORING HVAC EQUIPMENT,https://patents.justia.com/patent/20170076263,Abstract:  A thermostat for a building space. The thermostat includes a user interface and a processing circuit. The user interface is configured to serve notifications to a user and receive input from the user. The communications interface is configured to perform bidirectional data communications with HVAC equipment controlled by the thermostat. The communications interface is configured to receive performance information for the HVAC equipment. The processing circuit is configured to provide control signals to the HVAC equipment to achieve a setpoint for the building space. The processing circuit is further configured to evaluate the performance information for the HVAC equipment to determine a recommendation for improving HVAC equipment performance. The processing circuit is further configured to automatically adjust at least one of the setpoint and the control signals provided to the HVAC equipment based on the recommendation for improving HVAC equipment performance.
HVAC ACTUATOR,https://patents.justia.com/patent/20170115023,"Abstract:  An HVAC actuator coupleable to an HVAC component is disposed in or at an insulated duct. The HVAC actuator may include a housing and a taping flange. The taping flange may be spaced from the outer surface of the duct and adjacent to an outer surface of an insulated layer of the duct when the HVAC actuator is coupled to the HVAC component, and may be configured to facilitate taping of the HVAC actuator to the outer surface of the insulating layer. It may be shaped to provide a front-facing surface that is suitable for receiving tape to provide a seal between the taping flange and the outer surface of the insulating layer. In some cases, the taping flange may extend outward from the housing around the entire perimeter of the housing. The taping flange may be formed integrally with the housing, or it formed separately and coupled to the housing."
"TEMPORARY TWO FACTOR HEATING, VENTILATING, AND AIR CONDITIONING (HVAC) APPLIANCE AUTHENTICATION",https://patents.justia.com/patent/20240323179,"Abstract:  A Package Terminal Air Conditioner (PTAC) or other room Heating, Ventilation, and Air Conditioning (HVAC) appliance may present a temporary authentication code to a user staying in a room in which the room HVAC appliance is installed to enable the user to authenticate his or her mobile device and control the room HVAC appliance during their stay. The temporary authentication code is valid for a limited duration, such that a user previously authenticated to the room HVAC appliance loses authentication, and is required to re-authenticate with a new temporary authentication code when the prior temporary authentication code has expired. As such, a user lacking physical access to the room HVAC appliance, such as after the user's stay has ended, is no longer able to access the room HVAC appliance."
"HVAC UNIT PRESSURE, VACUUM AND CHARGING APPARATUS AND METHOD",https://patents.justia.com/patent/20240003604,"Abstract:  A testing and charging system for a heating, ventilation and air conditioning (HVAC) system includes a testing and charging apparatus operably connectible to a refrigerant line of the HVAC system, an inert gas supply operably connected to the testing and charging apparatus, a refrigerant supply operably connected to the testing and charging apparatus, and a controller. The controller is configured to command the testing and charging apparatus to perform a pressure test of the HVAC system, command the testing and charging system to perform a vacuum test of the HVAC system, and command the testing and charging system to charge the HVAC system with refrigerant."
In-molded venturi for a vehicle HVAC system,https://patents.justia.com/patent/8016651,Abstract:  A is provided for aspirating air in a HVAC module assembly having a first HVAC module housing section including a first venturi portion. A second HVAC module housing section includes a second venturi portion. The first and second HVAC module housing sections form a HVAC mixing chamber and venturi chamber. The first venturi portion mates with the second venturi portion to cooperatively form the chamber.
HVAC Stand Assembly,https://patents.justia.com/patent/20210148602,"Abstract:  A HVAC stand assembly for elevating an HVAC unit above flood waters includes a table that has an outdoor unit of a heating, ventilation and air conditioning system (HVAC) being positionable thereon. A plurality of legs is each pivotally coupled to the table to elevate the outdoor unit of the HVAC system above a support surface. Each of the legs has an adjustable length thereby facilitating the table to be elevated above the maximum height of flood waters. A plurality of engagements is each coupled to and extends laterally away from the table. Each of the engagements engages a building that is serviced by the outdoor unit of the HVAC system for securing the table."
HVAC Stand Assembly,https://patents.justia.com/patent/20230204254,"Abstract:  A HVAC stand assembly for elevating an HVAC unit above flood waters includes a table that has an outdoor unit of a heating, ventilation and air conditioning system (HVAC) being positionable thereon. A plurality of legs is each pivotally coupled to the table to elevate the outdoor unit of the HVAC system above a support surface. Each of the legs has an adjustable length thereby facilitating the table to be elevated above the maximum height of flood waters. A plurality of engagements is each coupled to and extends laterally away from the table. Each of the engagements engages a building that is serviced by the outdoor unit of the HVAC system for securing the table."
HVAC CONTROLLER WITH PROXIMITY BASED MESSAGE LATENCY CONTROL,https://patents.justia.com/patent/20150148964,"Abstract:  Message latency between an HVAC controller located within a building and a remote server may be reduced in response to a determination that a user is in proximity to the HVAC controller, and message latency may be increased when a user is not expected to be proximity to the HVAC controller. This may reduce the overall power consumption of an HVAC controller while still maintaining a good user experience. This can be particularly important for HVAC controllers that are powered by a local energy storage device, such as a battery."
Auxiliary HVAC system for a vehicle,https://patents.justia.com/patent/10543731,Abstract:  A system for decreasing the response time of a vehicle heating ventilation and air conditioning (“HVAC”) system is described. A fan circulates air through a HVAC casing. Circulating air through the HVAC casing creates a high-pressure zone within the HVAC casing. A thermal expansion valve is located outside of the HVAC casing. An outlet port is located on the HVAC casing to allow air to be ported from the high-pressure zone toward the thermal expansion valve. Air ported from the high-pressure zone may be directed toward the thermal expansion valve by a nozzle. The air increases the temperature of the thermal expansion valve and allows additional refrigerant to flow through the thermal expansion valve.
HVAC actuator,https://patents.justia.com/patent/10184681,"Abstract:  An HVAC actuator coupleable to an HVAC component is disposed in or at an insulated duct. The HVAC actuator may include a housing and a taping flange. The taping flange may be spaced from the outer surface of the duct and adjacent to an outer surface of an insulated layer of the duct when the HVAC actuator is coupled to the HVAC component, and may be configured to facilitate taping of the HVAC actuator to the outer surface of the insulating layer. It may be shaped to provide a front-facing surface that is suitable for receiving tape to provide a seal between the taping flange and the outer surface of the insulating layer. In some cases, the taping flange may extend outward from the housing around the entire perimeter of the housing. The taping flange may be formed integrally with the housing, or it formed separately and coupled to the housing."
A METHOD AND SYSTEM FOR HVAC MALFUNCTION AND INEFFICIENCY DETECTION OVER SMART METERS DATA,https://patents.justia.com/patent/20190121337,"Abstract:  The present invention provides a method for determining conditions of malfunction or inefficiency of HVAC systems, within a plurality of monitored households, in which there are no sensors for directly measuring the power consumption per specific HVAC. The said method comprise the steps of: a. monitoring the power consumption of a plurality of households; b. monitoring the concurrent environmental conditions at the location of the said plurality of households; c. analyzing each household's power consumption, and extracting weighted failure indications of inefficient or malfunctioning HVAC systems; d. determining the probability of various HVAC conditions of malfunction of inefficiency, according to the said weighted indicators; and e. emitting a an alert in relation to the said condition of HVAC malfunction of inefficiency, comprising at least one of: HVAC malfunction type, probability, probable cause, and suggested action."
Detecting and diagnosing faults in HVAC equipment,https://patents.justia.com/patent/20080033674,"Abstract:  A method and system detects and diagnoses faults in heating, ventilating and air conditioning (HVAC) equipment. Internal state variables of the HVAC equipment are measured under external driving conditions. Expected internal state variables are predicted for the HVAC equipment operating under the external driving conditions using a locally weighted regression model. Features are determined of the HVAC based on differences between the measured and predicted state variables. The features are classified to determine a condition of the HVAC equipment."
BUILDING HVAC SYSTEM WITH MULTI-LEVEL MODEL PREDICTIVE CONTROL,https://patents.justia.com/patent/20230088808,"Abstract:  A heating, ventilation, or air conditioning (HVAC) system for a building includes HVAC equipment configured to provide heating or cooling to one or more building spaces and one or more controllers. The one or more controllers include one or more processing circuits configured to generate energy targets for the one or more building spaces using a thermal capacitance of the one or more building spaces to which the heating or cooling is provided by the HVAC equipment, generate setpoints for the HVAC equipment using the energy targets for the one or more building spaces to which the heating or cooling is provided by the HVAC equipment, and operate the HVAC equipment using the setpoints to provide the heating or cooling to the one or more building spaces."
