Title,Link,Sentence,Head,Tail,Relation
EVAPORATOR FROST PREVENTION CONTROL LOGIC FOR FRONT AND REAR INTEGRATED HVAC SYSTEM,https://patents.justia.com/patent/20100248604,The front and rear HVAC units are housed in the housing.,HVAC,housing,part of
EVAPORATOR FROST PREVENTION CONTROL LOGIC FOR FRONT AND REAR INTEGRATED HVAC SYSTEM,https://patents.justia.com/patent/20100248604,The HVAC system further includes an evaporator with a first portion and a second portion.,evaporator,HVAC,subclass of
"ONLINE SYSTEM AND METHOD TO INSTANTANEOUSLY PURCHASE A COMBINED RESIDENTIAL HEATING, VENTILATION AND AIR CONDITIONING (HVAC) SYSTEM AND INSTALLATION SERVICE THEREOF",https://patents.justia.com/patent/20240370918,An instantaneous online HVAC system and installation services purchasing system and method thereof.,HVAC,system,subclass of
"ONLINE SYSTEM AND METHOD TO INSTANTANEOUSLY PURCHASE A COMBINED RESIDENTIAL HEATING, VENTILATION AND AIR CONDITIONING (HVAC) SYSTEM AND INSTALLATION SERVICE THEREOF",https://patents.justia.com/patent/20240370918,"The system enables a residential homeowner to enter information directed to the proper HVAC system for the homeowner's residence to be purchased, and then to receive a plurality of presented options of HVAC systems to select from for purchase together with a predetermined number of installation contractors to choose from to install the selected HVAC.",residential,residence,subclass of
Method and system for HVAC inefficiency prediction using household electrical smart meter data,https://patents.justia.com/patent/11002456,"A method for monitoring heating, ventilation, and air conditioning (HVAC) systems includes: Obtaining first training data for HVACs in a training set of households during a first period of spring weather; Obtaining second training data during a period of summer weather, Preprocessing the training data to identify repeating patterns of HVAC consumption or generating additional derived parameters, in an aggregation process; Calculating the amount of energy required to change house temperature; Applying the first training data and the classification labels to train a supervised machine learning algorithm, to generate an HVAC classification model predictive of inefficiency during periods of summer weather conditions; Obtaining operational data pertaining to HVACs in an operational set of households during a second period of spring weather; and Applying the HVAC classification model to predict inefficiency of HVACs at individual households in the operational set, during periods of summer weather using only overall",supervised machine learning,algorithm,subclass of
DEVICE AND METHOD FOR ANALYZING AND DISCRIMINATING FAULTS IN AN HVAC SYSTEM,https://patents.justia.com/patent/20240353132,A device for analyzing and discriminating faults in an HVAC system.,HVAC,system,subclass of
HVAC controller with proximity based message latency control,https://patents.justia.com/patent/9477241,This may reduce the overall power consumption of an HVAC controller while still maintaining a good user experience.,controller,HVAC,use
HVAC controller with proximity based message latency control,https://patents.justia.com/patent/9477241,"This can be particularly important for HVAC controllers that are powered by a local energy storage device, such as a battery.",battery,energy storage device,subclass of
HVAC FAN CONTROLLER,https://patents.justia.com/patent/20150060038,"An integrated efficient fan controller circuit device for controlling a fan of a heating, ventilating and air conditioning (HVAC) system, comprising an input-output port, a voltage regulator, a microprocessor, and a transistor wherein the transistor turns on the microprocessor that sends a trigger signal to the gate of a triac which controls the fan of an HVAC system to switch OFF the HVAC fan operation when the thermostat fan output is in float or unknown state.",fan,"heating, ventilating and air conditioning",use
HVAC FAN CONTROLLER,https://patents.justia.com/patent/20150060038,The proposed circuit avoids the floating state of the thermostat fan output and keeps the HVAC fan either in ON state or in OFF state.,HVAC fan,thermostat,part of
HVAC FAN CONTROLLER,https://patents.justia.com/patent/20150060038,The present invention handles the switching OFF of the HVAC fan operation when the thermostat fan is switched to OFF.,thermostat,HVAC,subclass of
Wireless HVAC Vent,https://patents.justia.com/patent/20140222216,A self-contained wireless HVAC vent which can be independently controlled via a wireless communication link.,vent,HVAC,subclass of
Wireless HVAC Vent,https://patents.justia.com/patent/20140222216,The HVAC vent is capable of regulating the airflow in to a zone by using adjustable damper(s).,damper(s),HVAC vent,part of
Wireless HVAC Vent,https://patents.justia.com/patent/20140222216,"The HVAC vent also monitors the condition of the air, which may include temperature, air quality and humidity, as well as the presence of potential hazardous conditions.",air quality,air,facet of
Wireless HVAC Vent,https://patents.justia.com/patent/20140222216,"Lastly, the power needed to operate the HVAC vent is acquired from the environmental surrounding and converted and regulated to electrical energy.",regulated,electrical energy,facet of
HVAC CONDENSER CONDENSATE DEFLECTOR THAT DEFLECTS AND CHANNELS THE HVAC CONDENSATE,https://patents.justia.com/patent/20160200267,The HVAC unit condensate deflector may be defined in a material of the acoustic barrier panel.,acoustic barrier panel,HVAC unit,part of
HVAC CONDENSER CONDENSATE DEFLECTOR THAT DEFLECTS AND CHANNELS THE HVAC CONDENSATE,https://patents.justia.com/patent/20160200267,"By the integral HVAC condensate deflector, condensate draining from a motor vehicle HVAC unit is deflected whereby contact with an exhaust system of the motor vehicle is avoided.",HVAC condensate deflector,HVAC unit,part of
HVAC ADAPTER CURB AND INSTALLATION METHOD,https://patents.justia.com/patent/20190316808,An adapter curb for supporting a new HVAC unit on an existing HVAC curb at a work site is disclosed.,HVAC unit,HVAC,use
HVAC ADAPTER CURB AND INSTALLATION METHOD,https://patents.justia.com/patent/20190316808,"One or more components can be pre-installed on the adapter curb frame, including but not limited to an electrical connection assembly, upper and lower sealing elements, interior insulation, one or more wind brackets, and/or a plurality of lifting flanges.",lifting flanges,curb frame,part of
HVAC DAMPER CONTROL,https://patents.justia.com/patent/20160258651,A hvac damper control is described.,hvac,damper control,subclass of
HVAC DAMPER CONTROL,https://patents.justia.com/patent/20160258651,"In an example, an apparatus comprises a manual actuator, wherein in a manual use of the manual actuator, the manual actuator is configured to open a hvac damper to an open position and close the damper to a closed position.",hvac damper,manual actuator,has part
HVAC DAMPER CONTROL,https://patents.justia.com/patent/20160258651,"When the actuator is connected to propulsion, the actuator is configured to drive itself to the open position, wherein the actuator is configured to lock to the manual actuator.",manual actuator,drive itself,use
HVAC AIRFLOW MEASUREMENT WITH IN-SITU CALIBRATION,https://patents.justia.com/patent/20230266028,In-situ calibration of a flow measurement device in a forced air HVAC system.,forced air,HVAC,subclass of
"HVAC SYSTEM, A METHOD FOR OPERATING THE HVAC SYSTEM AND A HVAC CONTROLLER CONFIGURED FOR THE SAME",https://patents.justia.com/patent/20160209064,"In some embodiments, a controller for a heating, ventilating and air conditioning (HVAC) system comprises an interface and a processor.","heating, ventilating and air conditioning",HVAC,subclass of
"HVAC SYSTEM, A METHOD FOR OPERATING THE HVAC SYSTEM AND A HVAC CONTROLLER CONFIGURED FOR THE SAME",https://patents.justia.com/patent/20160209064,The interface receives a comfort temperature set point and a sensed temperature for the enclosed space.,comfort temperature,sensed temperature,subclass of
"HVAC SYSTEM, A METHOD FOR OPERATING THE HVAC SYSTEM AND A HVAC CONTROLLER CONFIGURED FOR THE SAME",https://patents.justia.com/patent/20160209064,"The processor determines a total error value based on comparing the sensed temperature and comfort temperature set point, selects a mode of operation based on the total error value, and operates the HVAC system in the selected mode of operation.",mode of operation,HVAC system,facet of
Increasing vehicle range by minimizing trapped HVAC energy,https://patents.justia.com/patent/8626381,A method of increasing a range of a vehicle by decreasing trapped HVAC energy at an end of a trip.,HVAC,energy,uses
EXTERIOR RIGGING POINTS FOR HVAC UNITS,https://patents.justia.com/patent/20180100669,"The present disclosure relates to a heating, ventilating, and air conditioning (HVAC) unit that includes a plurality of lifting lugs coupled to the HVAC unit.","heating, ventilating, and air conditioning",HVAC,subclass of
HVAC CONTROLLER WITH PERFORMANCE LOG,https://patents.justia.com/patent/20130158720,An HVAC controller is configured to log and record performance related data related to a performance of an HVAC system over a period of time in one or more performance logs stored in a memory of the HVAC controller.,HVAC controller,HVAC,use
HVAC ACTUATOR WITH TAPING FLANGE,https://patents.justia.com/patent/20150168005,An HVAC actuator coupleable to an HVAC component is disposed in or at an insulated duct.,duct,HVAC,use
HVAC ACTUATOR WITH TAPING FLANGE,https://patents.justia.com/patent/20150168005,The HVAC actuator may include a housing and a taping flange.,housing,HVAC actuator,part of
HVAC ACTUATOR WITH TAPING FLANGE,https://patents.justia.com/patent/20150168005,"The taping flange may be formed integrally with the housing, or it formed separately and coupled to the housing.",housing,taping flange,has part
HVAC/R SYSTEM WITH AUXILIARY POWER SOURCE AND METHOD OF OPERATING AN HVAC/R SYSTEM,https://patents.justia.com/patent/20180106492,"The HVAC/R system includes an HVAC/R component configured to contain a refrigerant and allow a refrigerant to flow therethrough, a detecting mechanism configured to detect a concentration of the refrigerant outside of the HVAC/R component, and a blower configured to operate under power from an auxiliary power source upon detection of the refrigerant above a predetermined refrigerant level during a main power source outage.",auxiliary power source,main power source,opposite of
HVAC unit housing assembly,https://patents.justia.com/patent/20050230079,"The present invention provides a vehicle ventilation system, and, in particular, a heating and air-conditioning assembly and method of making such an assembly, wherein the assembly comprises a multi-portion HVAC housing and an alignment feature.",heating and air-conditioning,ventilation system,has part
HVAC unit housing assembly,https://patents.justia.com/patent/20050230079,"Preferably, the alignment feature is a baffle, or, in particular, a cross flow baffle, that serves an air directing as well as bridge function between housing portions of the HVAC, reducing packaging space for the HVAC unit while providing ease of assembly and reduced tool complexity for multi-piece HVAC housings.",cross flow baffle,baffle,subclass of
Sensing media temperature in an HVAC valve,https://patents.justia.com/patent/7246941,An apparatus and method are provided for determining the temperature of an operating fluid media in an HVAC system.,HVAC,system,subclass of
Sensing media temperature in an HVAC valve,https://patents.justia.com/patent/7246941,The temperature of a fluid media within the HVAC valve is determined from the temperature of the valve body.,valve body,HVAC valve,part of
Configurative control for HVAC systems,https://patents.justia.com/patent/5491649,Programmable system and process are disclosed for adapting a generally written HVAC control program to a number of different HVAC systems.,HVAC control program,HVAC systems,facet of
Configurative control for HVAC systems,https://patents.justia.com/patent/5491649,The system and process include a separate interface to the control program and a separate interface to the control elements of each particular HVAC system.,control program,HVAC system,facet of
Configurative control for HVAC systems,https://patents.justia.com/patent/5491649,Configuration data for the particular HVAC system defines the relationship between software variables of the control program and the control elements of the particular HVAC system.,Configuration data for the particular HVAC system,HVAC system,facet of
Configurative control for HVAC systems,https://patents.justia.com/patent/5491649,The configuration data is utilized when information is to be transferred between the interfaces.,configuration data,information,subclass of
Methods and systems for training HVAC control using surrogate model,https://patents.justia.com/patent/11573540,Systems and methods for training a reinforcement learning (RL) model for HVAC control are disclosed herein.,reinforcement learning,HVAC control,use
Methods and systems for training HVAC control using surrogate model,https://patents.justia.com/patent/11573540,A calibrated simulation model is used to train a surrogate model of the HVAC system operating within a building.,surrogate model,HVAC system,facet of
Methods and systems for training HVAC control using surrogate model,https://patents.justia.com/patent/11573540,The surrogate model is used to generate simulated experience data for the HVAC system.,surrogate model,HVAC system,facet of
Methods and systems for training HVAC control using surrogate model,https://patents.justia.com/patent/11573540,The simulated experience data can be used to train a reinforcement learning (RL) model of the HVAC system.,reinforcement learning,model,subclass of
Methods and systems for training HVAC control using surrogate model,https://patents.justia.com/patent/11573540,The RL model is used to control the HVAC system based on the current state of the system and the best predicted action to perform in the current state.,RL model,HVAC system,facet of
SYSTEM AND METHOD FOR HVAC SUBMETERING,https://patents.justia.com/patent/20180100882,"The method also includes receiving power data indicative of a total power consumed by the HVAC unit, receiving airflow data indicative of a rate of the conditioned air received by the unit from the HVAC unit, determining a power consumption of the unit based on the power data and the airflow data, and outputting the power consumption of the unit.",conditioned air,airflow,subclass of
SYSTEM AND METHOD FOR ENERGY MANAGEMENT OF AN HVAC SYSTEM,https://patents.justia.com/patent/20130261808,An energy management system for monitoring airflow from an HVAC system to achieve homogeneous temperature distributions.,HVAC,energy management system,subclass of
HVAC CONTROL SYSTEM FOR HOUSEHOLD CENTRAL AIR CONDITIONING,https://patents.justia.com/patent/20140324230,The interface unit for motor control includes an inverter unit and a rotor position detection unit.,inverter,interface unit,subclass of
HVAC CONTROL SYSTEM FOR HOUSEHOLD CENTRAL AIR CONDITIONING,https://patents.justia.com/patent/20140324230,"At least one of the centrifugal blower motor, the compressor motor, and the axial fan motor is a permanent magnet synchronous motor in the absence of a motor controller.",permanent magnet,synchronous motor,subclass of
HVAC CONTROL SYSTEM FOR HOUSEHOLD CENTRAL AIR CONDITIONING,https://patents.justia.com/patent/20140324230,The HVAC microprocessor drives the permanent magnet synchronous motor in the absence of a motor controller via the inverter unit.,permanent magnet,synchronous motor,subclass of
HVAC CONTROL SYSTEM FOR HOUSEHOLD CENTRAL AIR CONDITIONING,https://patents.justia.com/patent/20140324230,The rotor position detection unit sends a rotor position signal of the permanent magnet synchronous motor in the absence of a motor controller to the HVAC microprocessor.,permanent magnet,synchronous motor,subclass of
HVAC system with single piece body,https://patents.justia.com/patent/11859856,"The mounting sleeve and the HVAC unit are configured to fit within the preexisting framing of a building, and in particular to be mounted in a wall, between pre-existing studs, of a room.",studs,building,part of
HVAC system with single piece body,https://patents.justia.com/patent/11859856,"The HVAC unit can be installed into the mounting sleeve via quick connect mechanisms including, but not limited to, snap in connections and/or tab and slot features.",snap in connection,quick connect mechanisms,subclass of
HVAC system with single piece body,https://patents.justia.com/patent/11859856,The mounting sleeve enables rapid installation and also condensate collection.,condensate,mounting sleeve,has part
HVAC UNIT CENTERING SYSTEMS AND METHODS,https://patents.justia.com/patent/20200063986,"The present disclosure relates to a centering system for a heating, ventilation, and/or air conditioning (HVAC) unit to be mounted to a curb.","heating, ventilation, and/or air conditioning",HVAC,subclass of
METHOD FOR OPEARTING AN HVAC SYSTEM,https://patents.justia.com/patent/20140222219,A method for operating an HVAC system of a building is provided.,HVAC system,building,part of
METHOD FOR OPEARTING AN HVAC SYSTEM,https://patents.justia.com/patent/20140222219,"The method includes providing a model for an indoor temperature of the building, a model for an operating cost of the HVAC system, and predicted future outdoor temperatures.",HVAC,building,part of
HVAC controller with performance log,https://patents.justia.com/patent/10534383,An HVAC controller is configured to log and record performance related data related to a performance of an HVAC system over a period of time in one or more performance logs stored in a memory of the HVAC controller.,HVAC controller,HVAC,use
HVAC actuator with taping flange,https://patents.justia.com/patent/9623523,An HVAC actuator coupleable to an HVAC component is disposed in or at an insulated duct.,duct,HVAC,use
HVAC actuator with taping flange,https://patents.justia.com/patent/9623523,The HVAC actuator may include a housing and a taping flange.,housing,HVAC actuator,part of
HVAC actuator with taping flange,https://patents.justia.com/patent/9623523,"The taping flange may be formed integrally with the housing, or it formed separately and coupled to the housing.",housing,taping flange,has part
"AUXILIARY CONTROLLER, A HVAC SYSTEM, A METHOD OF MANUFACTURING A HVAC SYSTEM AND A METHOD OF STARTING THE SAME",https://patents.justia.com/patent/20140297042,"In one embodiment, the integrated controller includes: (1) an interface coupled to an auxiliary controller of the HVAC system and configured to communicate therewith, the auxiliary controller having an auxiliary non-volatile memory, (2) a processor, coupled to the interface and configured to direct the operation of the HVAC system, and (3) a main non-volatile memory coupled to the processor and configured to receive a copy of main controller application information associated with the main system controller via the interface and store the main controller application information, the processor further configured to automatically send a copy of the main controller application information during manufacturing of the HVAC system to the auxiliary controller of the HVAC system to store as back-up data on the auxiliary non-volatile memory of the auxiliary controller.",auxiliary controller,integrated controller,subclass of
HVAC System and Method for Over the Road Motor Coaches,https://patents.justia.com/patent/20090090122,A method of using an externally powered HVAC system for an over-the-road motor coach includes coupling the HVAC system to an external shore power source at a temporary stop location for the over-the-road motor coach while the over-the-road motor coach is parked and vehicle engine is turned off; receiving electrical power from the electrical outlet to power the HVAC system; and using the HVAC system to circulate refrigerant for heating or cooling an interior cabin of the over-the-road motor coach and power HVAC fans to ventilate the interior cabin of the over-the-road motor coach.,refrigerant,heating,use
HVAC fan controller,https://patents.justia.com/patent/9410713,"An integrated efficient fan controller circuit device for controlling a fan of a heating, ventilating and air conditioning (HVAC) system, comprising an input-output port, a voltage regulator, a microprocessor, and a transistor wherein the transistor turns on the microprocessor that sends a trigger signal to the gate of a triac which controls the fan of an HVAC system to switch OFF the HVAC fan operation when the thermostat fan output is in float or unknown state.",fan,"heating, ventilating and air conditioning",use
HVAC fan controller,https://patents.justia.com/patent/9410713,The proposed circuit avoids the floating state of the thermostat fan output and keeps the HVAC fan either in ON state or in OFF state.,HVAC fan,thermostat,part of
HVAC fan controller,https://patents.justia.com/patent/9410713,The present invention handles the switching OFF of the HVAC fan operation when the thermostat fan is switched to OFF.,thermostat,HVAC,subclass of
METHODS AND SYSTEMS FOR REMOTELY MONITORING AND CONTROLLING HVAC UNITS,https://patents.justia.com/patent/20140277768,"Systems, methods, and medium remotely monitor and control heating, ventilation and air-conditioning (HVAC) units.","heating, ventilation and air-conditioning",HVAC,subclass of
METHODS AND SYSTEMS FOR REMOTELY MONITORING AND CONTROLLING HVAC UNITS,https://patents.justia.com/patent/20140277768,The method includes receiving by a processor via a communication network supply temperature data indicating a supply air temperature in a duct coupled to an HVAC unit.,duct,HVAC unit,part of
METHODS AND SYSTEMS FOR REMOTELY MONITORING AND CONTROLLING HVAC UNITS,https://patents.justia.com/patent/20140277768,The method includes receiving by the processor via the communication network zone temperature data of a space being maintained by the HVAC unit.,HVAC unit,communication network,has part
METHODS AND SYSTEMS FOR REMOTELY MONITORING AND CONTROLLING HVAC UNITS,https://patents.justia.com/patent/20140277768,"The method includes receiving by the processor via the communication network thermostat data from a thermostat in the space and analyzing by the processor at least one of the supply temperature data, the zone temperature data and thermostat data.",communication network thermostat,thermostat,subclass of
HVAC System and Method for Over the Road Motor Coaches,https://patents.justia.com/patent/20080067962,A method of using an externally powered HVAC system for an over-the-road motor coach includes coupling the HVAC system to an external shore power source at a temporary stop location for the over-the-road motor coach while the over-the-road motor coach is parked and vehicle engine is turned off; receiving electrical power from the electrical outlet to power the HVAC system; and using the HVAC system to circulate refrigerant for heating or cooling an interior cabin of the over-the-road motor coach and power HVAC fans to ventilate the interior cabin of the over-the-road motor coach.,refrigerant,heating,use
"Systems and Methods for Zoned Wireless Heating, Ventilation, and Air Conditioner (HVAC) Sensor Registration and Verification",https://patents.justia.com/patent/20240175592,"Disclosed are systems and methods for for zoned wireless heating, ventilation, and air conditioner (HVAC) sensor registration and verification.","heating, ventilation, and air conditioner",HVAC,subclass of
"Systems and Methods for Zoned Wireless Heating, Ventilation, and Air Conditioner (HVAC) Sensor Registration and Verification",https://patents.justia.com/patent/20240175592,"The example method may also include determining, using the one or more processors and based on the first data, a first configuration change for the HVAC unit.",HVAC unit,processors,has part
SYSTEMS AND METHODS FOR DISPLAYING HVAC INFORMATION,https://patents.justia.com/patent/20110083094,Described herein are systems and methods for displaying HVAC information.,HVAC,information,subclass of
SYSTEMS AND METHODS FOR DISPLAYING HVAC INFORMATION,https://patents.justia.com/patent/20110083094,"For example, this data may be maintained by a building management system.",maintained,building management system,facet of
SYSTEMS AND METHODS FOR DISPLAYING HVAC INFORMATION,https://patents.justia.com/patent/20110083094,"The method further includes defining data indicative of a display object for rendering on a client display, the display object including a plurality of geometrically arranged indicator blocks, wherein each indicator block is associated with a respective HVAC component.",client display,display object,subclass of
SYSTEMS AND METHODS FOR DISPLAYING HVAC INFORMATION,https://patents.justia.com/patent/20110083094,"For the purposes of this display object, each indicator block is bound with respective source of comfort level data for its associated HVAC component.",comfort level,HVAC,facet of
SYSTEMS AND METHODS FOR DISPLAYING HVAC INFORMATION,https://patents.justia.com/patent/20110083094,Display characteristics are defined for each indicator block responsive to the comfort level data.,comfort level,indicator block,facet of
SYSTEMS AND METHODS FOR DISPLAYING HVAC INFORMATION,https://patents.justia.com/patent/20110083094,The display characteristics are selectively modified responsive to changes in the comfort level data.,responsive,display characteristics,subclass of
SYSTEMS AND METHODS FOR DISPLAYING HVAC INFORMATION,https://patents.justia.com/patent/20110083094,The resulting display object is referred to as a “comfort map” for the present purposes.,comfort map,display object,subclass of
ENVIRONMENTAL CONTROL FOR HVAC SYSTEM,https://patents.justia.com/patent/20150045963,The application control data are calculated to achieve a desired operating efficiency for the HVAC system.,operating efficiency,HVAC system,facet of
HVAC SYSTEM CONFIGURATION WITH AUTOMATIC SCHEMATICS AND GRAPHICS GENERATION,https://patents.justia.com/patent/20230105987,"An engineering tool accepts a selection from a user of an HVAC component and automatically loads one or more Shapes from the Shapes Library into a configuration project, the one or more Shapes corresponding to the user-selected HVAC component.",Shapes Library,HVAC component,use
HVAC SYSTEM CONFIGURATION WITH AUTOMATIC SCHEMATICS AND GRAPHICS GENERATION,https://patents.justia.com/patent/20230105987,"The engineering tool automatically loads additional Shapes from the Shapes Library into the configuration project, the additional Shapes corresponding to one or more of the accepted selections of the one or more options and combines the loaded Shapes within the configuration project to automatically generate a graphical representation of the HVAC system.",Shapes Library,HVAC,use
TIME-CONSTRAINED CONTROL OF AN HVAC SYSTEM,https://patents.justia.com/patent/20170314799,"An HVAC system includes an indoor unit, an outdoor unit, a thermostat, and a remote control device.",thermostat,remote control device,subclass of
TIME-CONSTRAINED CONTROL OF AN HVAC SYSTEM,https://patents.justia.com/patent/20170314799,"The indoor unit comprises a first variable speed drive (VSD) to control a speed of HVAC rotary components within the indoor unit, and the outdoor unit comprises a second VSD to control a speed of HVAC rotary components within the outdoor unit.",variable speed drive,HVAC,use
TIME-CONSTRAINED CONTROL OF AN HVAC SYSTEM,https://patents.justia.com/patent/20170314799,"The remote control device transmits a signal to the system controller to alter the speed of the HVAC rotary components, where the HVAC rotary components operate at a high speed mode which is above the preset speed limit of the respective HVAC rotary component to achieve an enhanced cooling mode.",system controller,remote control device,subclass of
HVAC CONTROL DURING DEMAND RESPONSE EVENT,https://patents.justia.com/patent/20210207835,"Following the start time, the thermostat adjusts a setpoint temperature of the HVAC system to the predefined setpoint temperature.",thermostat,HVAC system,part of
HVAC CONTROL DURING DEMAND RESPONSE EVENT,https://patents.justia.com/patent/20210207835,"After adjusting the setpoint temperature to the predefined setpoint temperature, a new user setting for operation of the HVAC system is received.",setting,HVAC system,facet of
HVAC CONTROL DURING DEMAND RESPONSE EVENT,https://patents.justia.com/patent/20210207835,"Following this determination, the thermostat causes the HVAC system to operate according to the new user settings.",thermostat,HVAC system,part of
ENVIRONMENTAL CONTROL FOR HVAC SYSTEM,https://patents.justia.com/patent/20150045965,The application control data are calculated to achieve a desired operating efficiency for the HVAC system.,operating efficiency,HVAC system,facet of
Method and system for controlling an automotive HVAC system based on the principle of HVAC work,https://patents.justia.com/patent/6173902,A desired amount of HVAC Work necessary to achieve thermal comfort is determined based on either a target temperature or a model of an occupant's thermal comfort.,HVAC Work,occupant's thermal comfort,facet of
Method and system for controlling an automotive HVAC system based on the principle of HVAC work,https://patents.justia.com/patent/6173902,A controller controls the HVAC system based on the desired amount of HVAC Work.,controller,HVAC,use
HVAC EQUIPMENT WITH REFRIGERANT GAS SENSOR,https://patents.justia.com/patent/20230029164,An HVAC system with a refrigerant gas sensor is provided.,refrigerant gas sensor,HVAC system,part of
HVAC EQUIPMENT WITH REFRIGERANT GAS SENSOR,https://patents.justia.com/patent/20230029164,"In one embodiment, an HVAC system includes a heat exchanger coil installed within a housing.",heat exchanger,HVAC,subclass of
HVAC EQUIPMENT WITH REFRIGERANT GAS SENSOR,https://patents.justia.com/patent/20230029164,The heat exchanger coil is operable to exchange heat with air in the housing via a refrigerant passing through the heat exchanger coil.,refrigerant,heat,has part
HVAC EQUIPMENT WITH REFRIGERANT GAS SENSOR,https://patents.justia.com/patent/20230029164,The system also includes an HVAC sensor assembly installed within the housing.,HVAC,sensor,has part
HVAC EQUIPMENT WITH REFRIGERANT GAS SENSOR,https://patents.justia.com/patent/20230029164,The HVAC sensor assembly includes a refrigerant gas sensor and an orientation sensor positioned to detect an orientation of the refrigerant gas sensor.,orientation sensor,HVAC sensor,subclass of
HVAC EQUIPMENT WITH REFRIGERANT GAS SENSOR,https://patents.justia.com/patent/20230029164,The HVAC system may also or instead include a position sensor to detect the position of the refrigerant gas sensor within the system.,refrigerant gas sensor,HVAC system,part of
HVAC INSTRUMENT PANEL BRACKET,https://patents.justia.com/patent/20200247478,"The cross beam mount has a first surface, a first side, a second side and a first, second, third, fourth and fifth walls.",walls,cross beam mount,part of
HVAC INSTRUMENT PANEL BRACKET,https://patents.justia.com/patent/20200247478,The first and second HVAC duct each have a first end and a second end.,duct,HVAC,use
HVAC INSTRUMENT PANEL BRACKET,https://patents.justia.com/patent/20200247478,The first dash panel mount extends from the first HVAC duct and fastened to a dash panel of the vehicle.,dash panel mount,dash panel,part of
HVAC stand assembly,https://patents.justia.com/patent/11619420,A plurality of legs is each pivotally coupled to the table to elevate the outdoor unit of the HVAC system above a support surface.,outdoor unit,HVAC system,subclass of
HVAC stand assembly,https://patents.justia.com/patent/11619420,Each of the legs has an adjustable length thereby facilitating the table to be elevated above the maximum height of flood waters.,flood waters,elevation,subclass of
HVAC stand assembly,https://patents.justia.com/patent/11619420,Each of the engagements engages a building that is serviced by the outdoor unit of the HVAC system for securing the table.,outdoor unit,HVAC system,subclass of
VERSATILE HVAC SENSOR,https://patents.justia.com/patent/20090283603,An HVAC sensor is provided that includes a housing that houses a sensor.,HVAC sensor,sensor,subclass of
VERSATILE HVAC SENSOR,https://patents.justia.com/patent/20090283603,"In some instances, a conduit is provided that has a first end that extends out the back of the HVAC sensor housing and adjacent to (and sometimes through) a hole in a duct of the HVAC system that is situated behind the HVAC sensor.",duct,HVAC system,part of
VERSATILE HVAC SENSOR,https://patents.justia.com/patent/20090283603,"The sensor itself may be positioned adjacent the other end of the conduit outside of the duct, and sometimes inside the housing of the HVAC sensor.",HVAC sensor,sensor,subclass of
VERSATILE HVAC SENSOR,https://patents.justia.com/patent/20090283603,"The conduit may direct pressurized air emanating from the hole in the duct toward the sensor, thereby allowing the sensor to sense a parameter of the air in the duct without actually positioning the sensor within the duct.",pressurized air,air,subclass of
Fault-tolerant HVAC system,https://patents.justia.com/patent/5706190,"A fault-tolerant HVAC system for use in a single or multi-zoned system, capable of continued operation in the event of a thermostat, or other sensing device malfunction.",thermostat,HVAC system,part of
Fault-tolerant HVAC system,https://patents.justia.com/patent/5706190,"The HVAC controller detects a thermostat malfunction and, in response thereto, instead controls the operation of the HVAC unit in accordance with a temperature sensor outputting a signal indicative of return air temperature from the conditioned space.",thermostat,HVAC controller,different from
ENVIRONMENTAL CONTROL FOR HVAC SYSTEM,https://patents.justia.com/patent/20160153675,The application control data are calculated to achieve a desired operating efficiency for the HVAC system.,operating efficiency,HVAC system,facet of
ENVIRONMENTAL CONTROL FOR HVAC SYSTEM,https://patents.justia.com/patent/20160153677,The application control data are calculated to achieve a desired operating efficiency for the HVAC system.,operating efficiency,HVAC system,facet of
HVAC system analysis tool,https://patents.justia.com/patent/20070157639,"A tool for the analysis of heating, ventilation and air conditioning (HVAC) systems, methods for performing various analyses of an HVAC system with the tool, and a computer executable program used by the tool to perform the analyses are disclosed.",executable,program,subclass of
HVAC system analysis tool,https://patents.justia.com/patent/20070157639,"The tool includes a processing machine, a database, a memory device having a software program executable by the processing machine, and a display device.",executable,software program,subclass of
System and Method to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102175,A system and method are disclosed for relieving high pressure within an HVAC system.,HVAC,system,subclass of
System and Method to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102175,The bypass line can direct the refrigerant toward an inlet to the evaporator within the HVAC system.,evaporator,HVAC,part of
System and Method to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102175,Other locations of bypass lines can be used as well.,bypass line,bypass,subclass of
System and Method to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102175,A controller for the HVAC system can control access to the bypass line and measure pressure within the system.,controller,HVAC system,part of
System and Method to Eliminate High Pressure Surges in HVAC Systems,https://patents.justia.com/patent/20170102175,An orifice can be provided within the bypass line to help relieve pressure within the HVAC system.,bypass line,HVAC system,part of
DETERMINING A CAUSE OF A FAULT IN AN HVAC SYSTEM,https://patents.justia.com/patent/20190128547,"Devices, methods, and systems for determining a cause of a fault in a heating, ventilation, and air conditioning (HVAC) system are described herein.","heating, ventilation, and air conditioning",HVAC,subclass of
